Diện tích,Mức giá,Mặt tiền,Pháp lý,Khu vực,Loại bất động sản,Đường vào,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Số tầng,Hướng nhà
108 m²,"8,8 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ.,,Tây - Bắc
135 m²,15 tỷ,"7,8 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,,,Cơ bản,,
154 m²,60 tỷ,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,"Nhà biệt thự, liền kề",,,3 phòng,4 phòng,,4 tầng,
34 m²,950 triệu,3 m,Sổ đỏ/ Sổ hồng,Đông Anh,Căn hộ chung cư,7 m,,2 phòng,1 phòng,Đầy đủ,,
401 m²,"7,5 triệu/m²",9 m,Sổ đỏ/ Sổ hồng,Ba Vì,Bán đất,12 m,,,,,,
41 m²,"5,25 tỷ","3,9 m",Sổ đỏ/ Sổ hồng,Long Biên,Bán đất,3 m,,,,,,Đông - Bắc
60 m²,"10,5 tỷ","4,6 m",Sổ đỏ/ Sổ hồng,Thanh Trì,Bán đất,8 m,,,,,,
200 m²,97 tỷ,"7,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà mặt phố,,,,,Đầy đủ,9 tầng,
56 m²,"7,5 tỷ",4 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,2 m,,3 phòng,3 phòng,Cơ bản,4 tầng,
217 m²,18 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,4 phòng,4 phòng,Đầy đủ,,
145 m²,Thỏa thuận,,Hợp đồng mua bán,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,3 phòng,Không nội thất,,Tây - Nam
52 m²,"10,2 tỷ","4,3 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,5 m,,4 phòng,4 phòng,,6 tầng,
300 m²,Thỏa thuận,13 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Bán đất,50 m,Tây - Nam,4 phòng,4 phòng,,5 tầng,Tây - Nam
115 m²,"35,6 tỷ",6 m,Sổ đỏ/ Sổ hồng,Long Biên,"Nhà biệt thự, liền kề",,,8 phòng,8 phòng,Đầy đủ.,8 tầng,
105 m²,"4,1 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ.,,
82 m²,"15,9 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,,,18 phòng,18 phòng,Đầy đủ,7 tầng,
52 m²,Thỏa thuận,4 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà mặt phố,8 m,,4 phòng,4 phòng,,5 tầng,
50 m²,"3,55 tỷ",5 m,Sổ đỏ/ Sổ hồng,Quốc Oai,Nhà riêng,4 m,Nam,4 phòng,3 phòng,Cơ bản,4 tầng,Nam
113 m²,"6,3 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
94 m²,"5,8 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Căn hộ chung cư,,,3 phòng,2 phòng,,,
100 m²,Thỏa thuận,5 m,,Hà Đông,"Nhà biệt thự, liền kề",,,,,,4 tầng,Đông - Nam
42 m²,"10,6 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,6 m,,3 phòng,3 phòng,Đầy đủ,4 tầng,Nam
115 m²,"68,8 tỷ",,,Tây Hồ,Nhà mặt phố,,,,,,8 tầng,
150 m²,81 tỷ,"7,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,21 phòng,,Đầy đủ,8 tầng,
200 m²,14 tỷ,,Sổ đỏ,Đan Phượng,"Nhà biệt thự, liền kề",,,,,,,Đông - Nam
125 m²,"16,5 tỷ",,"- Sổ đỏ chính chủ, sẵn sàng giao dịch.",Nam Từ Liêm,Nhà riêng,,,25 phòng,24 phòng,Đầy đủ,7 tầng,
110 m²,"20,5 tỷ",5 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,4 phòng,5 phòng,Đầy đủ,5 tầng,
36 m²,"7,7 tỷ",,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,4 phòng,,Đầy đủ,6 tầng,
60 m²,"19,9 tỷ","4,3 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,,,,5 tầng,
74 m²,"59,5 triệu/m²","4,5 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,3 m,,,,,,Nam
60 m²,"3,05 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Trì,Bán đất,,,,,,,
"94,62 m²","5,15 tỷ",,Hợp đồng mua bán.,Hoàng Mai,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Cơ bản,,Tây - Nam
55 m²,"18,49 tỷ",5 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,5 phòng,6 phòng,,7 tầng,
78 m²,"3,8 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Cơ bản,,Tây - Nam
110 m²,8 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
771 m²,"215,5 tỷ",18 m,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà mặt phố,,,,,,,
,,,,,,,,,,,,
"66,8 m²","4,1 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
45 m²,"1,1 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Thường Tín,Bán đất,"3,2 m",,,,,,
202 m²,36 tỷ,"6,9 m",Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà mặt phố,5 m,,1 phòng,1 phòng,,1 tầng,
98 m²,7 tỷ,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Cơ bản,,Tây - Bắc
68 m²,"2,4 tỷ",536 m,Sổ đỏ/ Sổ hồng,Thạch Thất,Bán đất,6 m,,,,,,Nam
150 m²,"11,8 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,,4 phòng,3 phòng,Đầy đủ,,
500 m²,75 tỷ,16 m,Sổ đỏ,Hà Đông,"Nhà biệt thự, liền kề",,,6 phòng,6 phòng,Đầy đủ,4 tầng,
"62,5 m²","16,6 tỷ",,Sổ đỏ/ Sổ hồng,Đông Anh,"Shophouse, nhà phố thương mại",13 m,Nam,,,,,Tây
35 m²,"5,9 tỷ",4 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,,,Cơ bản,5 tầng,
48 m²,"9,5 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,"2,5 m",,6 phòng,6 phòng,,5 tầng,
106 m²,"20,8 tỷ",,Sổ đỏ,Ba Đình,Nhà riêng,,,,,,7 tầng,
45 m²,"2,21 tỷ",,,Nam Từ Liêm,Căn hộ chung cư,,,1 phòng,1 phòng,Full đồ.,,
34 m²,"5,9 tỷ","3,3 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,10 m,,3 phòng,4 phòng,,4 tầng,Đông - Nam
109 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hoài Đức,Căn hộ chung cư,,Đông,2 phòng,2 phòng,Đầy đủ,,
"62,5 m²","12,99 tỷ",,,Đông Anh,"Nhà biệt thự, liền kề",,,,,,,
89 m²,"5,8 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
32 m²,"4,63 tỷ",3 m,Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,2 m,Bắc,4 phòng,4 phòng,Đầy đủ.,4 tầng,Bắc
60 m²,"6,9 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,"3,5 m",,5 phòng,4 phòng,Đầy đủ.,4 tầng,
65 m²,"16,39 tỷ",5 m,"- Sổ đỏ pháp lý chuẩn, mua bán nhanh.",Ba Đình,Nhà riêng,4 m,,4 phòng,3 phòng,,4 tầng,Nam
226 m²,Thỏa thuận,8 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,"Shophouse, nhà phố thương mại",25 m,Tây - Bắc,5 phòng,5 phòng,Đầy đủ,5 tầng,Tây - Bắc
80 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,,,Đầy đủ,,
"30,6 m²","6,1 tỷ",3 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,35 m,Đông - Bắc,3 phòng,3 phòng,Cơ bản,4 tầng,Đông - Bắc
70 m²,"3,05 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ,,Tây - Nam
"70,8 m²",672 triệu,4 m,Sổ đỏ/ Sổ hồng,Sóc Sơn,Bán đất,4 m,,,,,,Tây - Nam
236 m²,"82,6 tỷ",6 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Bán đất,40 m,,,,,,Tây - Bắc
22 m²,"5,45 tỷ",,Sổ đỏ,Ba Đình,Nhà riêng,,,3 phòng,4 phòng,Cơ bản,5 tầng,
75 m²,"22,5 tỷ",5 m,Sổ đỏ/ Sổ hồng,Hoàng Mai,"Nhà biệt thự, liền kề",10 m,,4 phòng,3 phòng,Cơ bản,5 tầng,
"76,53 m²",Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ,,Tây - Bắc
200 m²,Thỏa thuận,,,Thanh Trì,Loại bất động sản khác,,,,,,,
88 m²,"3,95 tỷ",,Sổ đỏ/ Sổ hồng.,Hoàng Mai,Căn hộ chung cư,,,2 phòng,2 phòng,Nội thất siêu đẹp.,,
204 m²,"1,7 tỷ",6 m,Sổ đỏ/ Sổ hồng.,Quốc Oai,Bán đất,4 m,,,,,,Đông - Nam
32 m²,"5,6 tỷ",,,Long Biên,Nhà riêng,,,3 phòng,4 phòng,,5 tầng,
154 m²,"11,5 tỷ",,Hợp đồng mua bán,Long Biên,Căn hộ chung cư,,Đông - Nam,3 phòng,3 phòng,Bàn giao full nội thất liền tường nhập khẩu Đức.,,
"66,6 m²",Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,,,,,,,
500 m²,90 tỷ,16 m,Sổ đỏ,Hà Đông,"Nhà biệt thự, liền kề",13 m,,,,,3 tầng,
"50,2 m²",753 triệu,"4,5 m",Sổ đỏ/ Sổ hồng,Mỹ Đức,Bán đất,"3,5 m",,,,,,
88 m²,130 triệu/m²,,,Chương Mỹ,Bán đất,,,,,,,
60 m²,"8,7 tỷ",5 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,5 m,,4 phòng,4 phòng,Cơ bản,4 tầng,Đông - Nam
"112,5 m²",54 tỷ,5 m,Sổ đỏ,Tây Hồ,Nhà mặt phố,30 m,Đông - Bắc,6 phòng,6 phòng,Đầy đủ nội thất và thang máy,5 tầng,Đông - Bắc
50 m²,"8,5 tỷ","4,1 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,5 m,,10 phòng,10 phòng,,5 tầng,
230 m²,"56,6 tỷ",11 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,36 m,,3 phòng,4 phòng,Đầy đủ,3 tầng,
"79,4 m²","3,4 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,,2 phòng,2 phòng,,,
"72,5 m²","18,5 tỷ","4,6 m",Sổ đỏ,Nam Từ Liêm,Nhà riêng,"3,5 m",Tây,4 phòng,4 phòng,Đầy đủ,4 tầng,Tây
105 m²,"34,8 tỷ","5,6 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,6 m,,13 phòng,14 phòng,Đầy đủ,7 tầng,
114 m²,"18,2 tỷ","8,05 m",Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Bán đất,6 m,,,,,,
586 m²,135 tỷ,25 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,9 phòng,9 phòng,Đầy đủ,5 tầng,
44 m²,"9,2 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,4 m,,5 phòng,4 phòng,Đầy đủ,5 tầng,
68 m²,"17,8 tỷ",5 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà mặt phố,13 m,Đông - Bắc,6 phòng,6 phòng,Đầy đủ.,6 tầng,Đông - Bắc
"64,8 m²",110 triệu/m²,"4,22 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,9 m,,,,,,Tây
169 m²,89 tỷ,"8,6 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,,,,,,,
40 m²,"5,5 tỷ",8 m,Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,,,3 phòng,3 phòng,,5 tầng,
45 m²,8 tỷ,6 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,,,Đầy đủ,6 tầng,
62 m²,"3,13 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
200 m²,35 tỷ,,,Hà Đông,"Nhà biệt thự, liền kề",,,,,,,
15 m²,"2,45 tỷ","3,1 m",Sổ đỏ,Đống Đa,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,4 tầng,
347 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,"Nhà biệt thự, liền kề",,,,,Đầy đủ,,
56 m²,Thỏa thuận,,,Cầu Giấy,"Chung cư mini, căn hộ dịch vụ",,,2 phòng,1 phòng,Đầy đủ,,
74 m²,4 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
30 m²,"2,95 tỷ",4 m,,Bắc Từ Liêm,Nhà riêng,2 m,Nam,3 phòng,4 phòng,,4 tầng,Nam
58 m²,"23,5 tỷ","5,5 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,4 m,Tây - Bắc,4 phòng,4 phòng,Đầy đủ,7 tầng,Tây - Bắc
100 m²,42 tỷ,"5,5 m",,Tây Hồ,Nhà mặt phố,,,,,,7 tầng,
"40,9 m²",55 triệu/m²,"3,6 m",Sổ đỏ/ Sổ hồng.,Quốc Oai,Bán đất,"4,1 m",,,,,,Đông - Nam
,,,,,,,,,,,,
"130,8 m²",68 triệu/m²,,Sổ đỏ/ Sổ hồng,Sóc Sơn,Bán đất,45 m,,,,,,Đông - Nam
61 m²,"10,3 tỷ",,Sổ đỏ/sổ hồng.,Cầu Giấy,Nhà riêng,,,14 phòng,,,7 tầng,
92 m²,"4,6 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ.,,Đông - Bắc
"35,7 m²","11,6 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà mặt phố,,,5 phòng,5 phòng,Đầy đủ,5 tầng,
70 m²,"5,04 tỷ","4,9 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Bán đất,"2,5 m",,,,,,
55 m²,"5,9 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,4 phòng,5 phòng,Cơ bản.,5 tầng,
133 m²,"6,8 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Cơ bản,,
119 m²,"9,8 tỷ",,Hợp đồng mua bán,Nam Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,Cơ bản,,
62 m²,Thỏa thuận,,"Sổ đỏ trao tay, pháp lý minh bạch, sở hữu lâu dài.",Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,"Đầy đủ Tiêu chuẩn bàn giao: Full sàn gỗ, nội thất liền tường cao cấp đến từ các thương hiệu nổi tiếng như: Bosch, Hafele, Daikin...",,Tây - Bắc
60 m²,"2,75 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Căn hộ chung cư,,,2 phòng,,,,
,,,,,,,,,,,,
47 m²,"1,8 tỷ",4 m,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,4 m,,,,,,Đông - Nam
50 m²,"10,5 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,4 phòng,4 phòng,Đầy đủ,3 tầng,
60 m²,"7,4 tỷ",4 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,3 m,,,,,3 tầng,Đông - Nam
95 m²,"14,95 tỷ",8 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,,,Đầy đủ.,7 tầng,
102 m²,49 tỷ,"5,6 m",Sổ đỏ/ Sổ hồng,Hoàn Kiếm,Nhà mặt phố,,,,,,2 tầng,
169 m²,14 tỷ,,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,Đông - Nam,4 phòng,4 phòng,Đầy đủ,,Tây - Bắc
55 m²,"3,15 tỷ",,Sổ đỏ/ Sổ hồng.,Thanh Xuân,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
124 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
46 m²,790 triệu,4 m,Sổ đỏ/ Sổ hồng,Phúc Thọ,Bán đất,3 m,,,,,,Đông - Bắc
65 m²,"5,3 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Long Biên,Bán đất,"2,2 m",,,,,,Nam
136 m²,51 triệu/m²,,Sổ đỏ/ Sổ hồng,Hoài Đức,Căn hộ chung cư,,,4 phòng,3 phòng,Cơ bản,,
30 m²,"3,7 tỷ","3,4 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,"2,6 m",Đông - Nam,3 phòng,3 phòng,Đầy đủ,4 tầng,Đông - Nam
68 m²,"15,95 tỷ",,,Nam Từ Liêm,Nhà riêng,,,,,,4 tầng,
25 m²,"1,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,1 phòng,1 phòng,Đầy đủ,,Tây - Bắc
80 m²,21 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Bán đất,,,,,,,
170 m²,Thỏa thuận,12 m,,Tây Hồ,Nhà riêng,4 m,,,,,3 tầng,
36 m²,"6,5 tỷ",4 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,3 m,,3 phòng,4 phòng,Đầy đủ,5 tầng,
120 m²,"7,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,4 phòng,2 phòng,Đầy đủ,,Tây - Bắc
50 m²,"1,2 tỷ",,Sổ đỏ đất nông nghiệp.,Hoàng Mai,Nhà riêng,"2,5 m",,1 phòng,1 phòng,Không nội thất.,2 tầng,Nam
90 m²,"4,9 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ,,Tây - Bắc
"63,5 m²",4 tỷ,,Sổ đỏ/ Sổ hồng,Gia Lâm,Bán đất,,,,,,,
111 m²,"1,31 tỷ",,,Sóc Sơn,Bán đất,4 m,,,,,,
210 m²,45 tỷ,11 m,Sổ đỏ/ Sổ hồng,Long Biên,"Nhà biệt thự, liền kề",20 m,,5 phòng,4 phòng,,4 tầng,
25 m²,"4,3 tỷ","3,6 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,5 tầng,
130 m²,64 tỷ,22 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,"Nhà biệt thự, liền kề",,,5 phòng,5 phòng,Đầy đủ,4 tầng,
103 m²,Thỏa thuận,,,Thạch Thất,Bán đất,12 m,,,,,,
89 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,2 phòng,1 phòng,Đầy đủ,,Tây - Bắc
357 m²,198 triệu/m²,19 m,,Long Biên,"Nhà biệt thự, liền kề",,,,,,,Đông - Nam
37 m²,"12,8 tỷ","3,8 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,4 m,,4 phòng,5 phòng,Đầy đủ,7 tầng,
25 m²,"3,5 tỷ",,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,5 phòng,3 phòng,Đầy đủ,4 tầng,
81 m²,16 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,21 phòng,22 phòng,Cơ bản,7 tầng,
40 m²,"6,2 tỷ",43 m,Sổ đỏ/ Sổ hồng,Thanh Trì,Nhà riêng,,,4 phòng,3 phòng,,5 tầng,Đông - Nam
77 m²,"5,9 tỷ",,,Hai Bà Trưng,Căn hộ chung cư,,,2 phòng,2 phòng,,,
65 m²,22 tỷ,"3,5 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà mặt phố,18 m,,,,,4 tầng,
90 m²,"12,6 tỷ","4,5 m",Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,,,,,,,
92 m²,16 tỷ,"5,6 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,4 m,,4 phòng,4 phòng,Cơ bản,4 tầng,Đông - Nam
75 m²,"2,6 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Căn hộ chung cư,,,2 phòng,2 phòng,,,
339 m²,Thỏa thuận,12 m,Sổ đỏ/ Sổ hồng,Ba Vì,Bán đất,,,,,,,
120 m²,"5,65 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
125 m²,80 tỷ,"7,5 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,50 m,Tây - Nam,12 phòng,12 phòng,,7 tầng,Tây - Nam
69 m²,"10,8 tỷ","4,2 m",Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,,,6 phòng,5 phòng,,5 tầng,
260 m²,56 tỷ,12 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,"Nhà biệt thự, liền kề",10 m,,6 phòng,4 phòng,Đầy đủ,4 tầng,
100 m²,54 triệu/m²,5 m,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề",12 m,Đông - Bắc,4 phòng,2 phòng,,4 tầng,Đông - Nam
468 m²,95 triệu/m²,,Sổ đỏ,Hoài Đức,"Nhà biệt thự, liền kề",,,5 phòng,5 phòng,Không nội thất,4 tầng,
88 m²,"5,8 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
45 m²,"17,2 tỷ","4,2 m",Sổ đỏ đẹp,Ba Đình,Nhà riêng,4 m,,5 phòng,5 phòng,,5 tầng,
68 m²,"3,8 tỷ",,,Hoàng Mai,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,,,
96 m²,Thỏa thuận,,,Đan Phượng,Bán đất,,,,,,,
75 m²,"9,25 tỷ",,,Gia Lâm,"Shophouse, nhà phố thương mại",,,,,,,
28 m²,"1,7 tỷ",,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,,1 phòng,1 phòng,Cơ bản,,
45 m²,"14,5 tỷ","5,8 m",Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,,,,,,7 tầng,
40 m²,"8,58 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,3 m,,3 phòng,,Nội thất đầy đủ full đồ.,4 tầng,
86 m²,31 tỷ,5 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,40 m,Tây - Nam,5 phòng,5 phòng,Đầy đủ,5 tầng,Tây - Nam
75 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,"Đầy đủ - Nội thất tôi để lại toàn bộ, chỉ việc xách vali về ở.",,Tây - Nam
54 m²,"3,4 tỷ",,Sổ đỏ/ Sổ hồng,Đông Anh,Nhà riêng,,,3 phòng,2 phòng,,2 tầng,
69 m²,"11,5 tỷ","4,4 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,1 phòng,1 phòng,,1 tầng,
"73,7 m²","11,9 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,,,,,
54 m²,"22,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,10 phòng,,Đầy đủ,7 tầng,
115 m²,"7,5 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
130 m²,"25,5 tỷ","9,5 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,4 phòng,6 phòng,Cơ bản,4 tầng,Đông - Nam
77 m²,5 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
"30,1 m²","5,25 tỷ",5 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,4 m,,3 phòng,4 phòng,Không nội thất,5 tầng,
53 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
105 m²,"5,6 tỷ",,,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,,,
109 m²,Thỏa thuận,,Sổ đỏ,Hà Đông,"Nhà biệt thự, liền kề",,,,,Full nội thất.,,
42 m²,34 triệu/m²,,Sổ đỏ/ Sổ hồng,Thường Tín,Bán đất,,,,,,,
136 m²,51 triệu/m²,,Sổ đỏ/ Sổ hồng,Hoài Đức,Căn hộ chung cư,,,4 phòng,3 phòng,Cơ bản,,
104 m²,"5,6 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
93 m²,32 tỷ,,,Thanh Xuân,Nhà riêng,,,,,,5 tầng,
50 m²,"5,9 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,,,4 phòng,,Cơ bản,5 tầng,
41 m²,"6,48 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Bán đất,,,,,,,
500 m²,100 tỷ,16 m,Sổ đỏ,Hà Đông,"Nhà biệt thự, liền kề",17 m,,5 phòng,5 phòng,,5 tầng,
114 m²,38 tỷ,15 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà mặt phố,15 m,Đông,8 phòng,6 phòng,Đầy đủ,5 tầng,Đông
